Entry.name	Entry (UniProtAC)	Protein Name	Gene names
PSD11_HUMAN	O00231	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11
PSME2_HUMAN	Q9UL46	Proteasome activator complex subunit 2 (11S regulator complex subunit beta) (REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta) (PA28b) (PA28beta)	PSME2
PSMF1_HUMAN	Q92530	Proteasome inhibitor PI31 subunit (hPI31)	PSMF1
PSD13_HUMAN	Q9UNM6	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	PSMD13
PRS10_HUMAN	P62333	26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42)	PSMC6; SUG2
PRS4_HUMAN	P62191	26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)	PSMC1
PSMD1_HUMAN	Q99460	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112)	PSMD1
PRS6B_HUMAN	P43686	26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)	PSMC4; MIP224; TBP7
PSMD3_HUMAN	O43242	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	PSMD3
ECM29_HUMAN	Q5VYK3	Proteasome adapter and scaffold protein ECM29 (Ecm29 proteasome adapter and scaffold) (Proteasome-associated protein ECM29 homolog)	ECPAS; ECM29; KIAA0368
PSMD6_HUMAN	Q15008	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A)	PSMD6; KIAA0107; PFAAP4
PSME1_HUMAN	Q06323	Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)	PSME1; IFI5111
PSMD7_HUMAN	P51665	26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40)	PSMD7; MOV34L
PSB10_HUMAN	P40306	Proteasome subunit beta type-10 (EC 3.4.25.1) (Low molecular mass protein 10) (Macropain subunit MECl-1) (Multicatalytic endopeptidase complex subunit MECl-1) (Proteasome MECl-1) (Proteasome subunit beta-2i)	PSMB10; LMP10; MECL1
PSME4_HUMAN	Q14997	Proteasome activator complex subunit 4 (Proteasome activator PA200)	PSME4; KIAA0077
PSB6_HUMAN	P28072	Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y)	PSMB6; LMPY; Y
PSMD8_HUMAN	P48556	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14) (p31)	PSMD8
PSA5_HUMAN	P28066	Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)	PSMA5
PSB4_HUMAN	P28070	Proteasome subunit beta type-4 (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3)	PSMB4; PROS26
PSB2_HUMAN	P49721	Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)	PSMB2
PSB1_HUMAN	P20618	Proteasome subunit beta type-1 (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)	PSMB1; PSC5
PSMG1_HUMAN	O95456	Proteasome assembly chaperone 1 (PAC-1) (Chromosome 21 leucine-rich protein) (C21-LRP) (Down syndrome critical region protein 2)	PSMG1; C21LRP; DSCR2; PAC1
PSA1_HUMAN	P25786	Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	PSMA1; HC2; NU; PROS30; PSC2
PSA7_HUMAN	O14818	Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7)	PSMA7; HSPC
PSA3_HUMAN	P25788	Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8)	PSMA3; HC8; PSC8
PSA2_HUMAN	P25787	Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)	PSMA2; HC3; PSC3
PSMD9_HUMAN	O00233	26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27)	PSMD9
PSA6_HUMAN	P60900	Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)	PSMA6; PROS27
PSA4_HUMAN	P25789	Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)	PSMA4; HC9; PSC9
PSD10_HUMAN	O75832	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))	PSMD10
PSB9_HUMAN	P28065	Proteasome subunit beta type-9 (EC 3.4.25.1) (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein)	PSMB9; LMP2; PSMB6i; RING12
PSB8_HUMAN	P28062	Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein)	PSMB8; LMP7; PSMB5i; RING10; Y2
PSMG2_HUMAN	Q969U7	Proteasome assembly chaperone 2 (PAC-2) (Hepatocellular carcinoma-susceptibility protein 3) (Tumor necrosis factor superfamily member 5-induced protein 1)	PSMG2; HCCA3; PAC2; TNFSF5IP1
PSB3_HUMAN	P49720	Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)	PSMB3
PSB5_HUMAN	P28074	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X)	PSMB5; LMPX; MB1; X
PSME3_HUMAN	P61289	Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)	PSME3
PSB7_HUMAN	Q99436	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)	PSMB7; Z
TBA8_HUMAN	Q9NY65	Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) (Tubulin alpha chain-like 2) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]	TUBA8; TUBAL2
TBA3C_HUMAN	P0DPH7	Tubulin alpha-3C chain (EC 3.6.5.-) (Alpha-tubulin 2) (Alpha-tubulin 3C) (Tubulin alpha-2 chain) [Cleaved into: Detyrosinated tubulin alpha-3C chain]	TUBA3C; TUBA2
TBA3D_HUMAN	P0DPH8	Tubulin alpha-3D chain (EC 3.6.5.-) (Alpha-tubulin 3D) [Cleaved into: Detyrosinated tubulin alpha-3D chain]	TUBA3D
TBA3E_HUMAN	Q6PEY2	Tubulin alpha-3E chain (EC 3.6.5.-) (Alpha-tubulin 3E) [Cleaved into: Detyrosinated tubulin alpha-3E chain]	TUBA3E
TBA4A_HUMAN	P68366	Tubulin alpha-4A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain)	TUBA4A; TUBA1
TBA1A_HUMAN	Q71U36	Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	TUBA1A; TUBA3
TBA1C_HUMAN	Q9BQE3	Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain]	TUBA1C; TUBA6
TBAL3_HUMAN	A6NHL2	Tubulin alpha chain-like 3 (EC 3.6.5.-)	TUBAL3
TBB4A_HUMAN	P04350	Tubulin beta-4A chain (Tubulin 5 beta) (Tubulin beta-4 chain)	TUBB4A; TUBB4; TUBB5
TBB2A_HUMAN	Q13885	Tubulin beta-2A chain (Tubulin beta class IIa)	TUBB2A; TUBB2
TBB3_HUMAN	Q13509	Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III)	TUBB3; TUBB4
TBB4B_HUMAN	P68371	Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain)	TUBB4B; TUBB2C
TBB1_HUMAN	Q9H4B7	Tubulin beta-1 chain	TUBB1
TBB6_HUMAN	Q9BUF5	Tubulin beta-6 chain (Tubulin beta class V)	TUBB6
TBB5_HUMAN	P07437	Tubulin beta chain (Tubulin beta-5 chain)	TUBB; TUBB5; OK/SW-cl.56
TBB2B_HUMAN	Q9BVA1	Tubulin beta-2B chain	TUBB2B
TBB8_HUMAN	Q3ZCM7	Tubulin beta-8 chain (Tubulin beta 8 class VIII)	TUBB8
ACTG_HUMAN	P63261	"Actin, cytoplasmic 2 (EC 3.6.4.-) (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]"	ACTG1; ACTG
ACTB_HUMAN	P60709	"Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]"	ACTB
ACTC_HUMAN	P68032	"Actin, alpha cardiac muscle 1 (EC 3.6.4.-) (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]"	ACTC1; ACTC
ACTS_HUMAN	P68133	"Actin, alpha skeletal muscle (EC 3.6.4.-) (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]"	ACTA1; ACTA
ACTN4_HUMAN	O43707	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	ACTN4
ACTN1_HUMAN	P12814	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	ACTN1
K1H1_MOUSE	Q61765	"Keratin, type I cuticular Ha1 (HKA-1) (Hair keratin, type I Ha1) (Keratin-31) (K31)"	Krt31; Hka1; Krt1-1; Krtha1
SPA34_BOVIN	A2I7N0	Serpin A3-4	SERPINA3-4
SPA35_BOVIN	A2I7N1	Serpin A3-5	SERPINA3-5
SPA37_BOVIN	A2I7N3	Serpin A3-7	SERPINA3-7
K1C39_MOUSE	Q6IFX4	"Keratin, type I cytoskeletal 39 (Cytokeratin-39) (CK-39) (Keratin-39) (K39) (Type I hair keratin Ka35)"	Krt39; Ka35
DMKN_HUMAN	Q6E0U4	Dermokine (Epidermis-specific secreted protein SK30/SK89)	DMKN; UNQ729/PRO1411
DMKN_HUMAN	Q6E0U4	Dermokine (Epidermis-specific secreted protein SK30/SK89)	DMKN; UNQ729/PRO1411
KRT86_HUMAN	O43790	"Keratin, type II cuticular Hb6 (Hair keratin K2.11) (Keratin-86) (K86) (Type II hair keratin Hb6) (Type-II keratin Kb26)"	KRT86; KRTHB6
KT33A_HUMAN	O76009	"Keratin, type I cuticular Ha3-I (Hair keratin, type I Ha3-I) (Keratin-33A) (K33A)"	KRT33A; HHA3-I; HKA3A; KRTHA3A
KRT34_HUMAN	O76011	"Keratin, type I cuticular Ha4 (Hair keratin, type I Ha4) (Keratin-34) (K34)"	KRT34; HHA4; HKA4; KRTHA4
KRT36_HUMAN	O76013	"Keratin, type I cuticular Ha6 (Hair keratin, type I Ha6) (Keratin-36) (K36)"	KRT36; HHA6; HKA6; KRTHA6
KRT38_HUMAN	O76015	"Keratin, type I cuticular Ha8 (Hair keratin, type I Ha8) (Keratin-38) (K38)"	KRT38; HHA8; HKA8; KRTHA8
K2C75_HUMAN	O95678	"Keratin, type II cytoskeletal 75 (Cytokeratin-75) (CK-75) (Keratin-6 hair follicle) (hK6hf) (Keratin-75) (K75) (Type II keratin-K6hf) (Type-II keratin Kb18)"	KRT75; K6HF; KB18
THRB_HUMAN	P00734	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	F2
THRB_BOVIN	P00735	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	F2
PLMN_HUMAN	P00747	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]"	PLG
TRYP_PIG	P00761	Trypsin (EC 3.4.21.4)	
CTRA_BOVIN	P00766	Chymotrypsinogen A (EC 3.4.21.1) [Cleaved into: Chymotrypsin A chain A; Chymotrypsin A chain B; Chymotrypsin A chain C]	
AMBP_BOVIN	P00978	Protein AMBP [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (BI-14) (Bikunin) (Cumulus extracellular matrix-stabilizing factor) (ESF) (HI-30); Trypstatin]	AMBP; ITIL
ANT3_HUMAN	P01008	Antithrombin-III (ATIII) (Serpin C1)	SERPINC1; AT3; PRO0309
A2MG_HUMAN	P01023	Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5)	A2M; CPAMD5; FWP007
CO4_BOVIN	P01030	Complement C4 [Cleaved into: Complement C4 alpha chain; C4a anaphylatoxin; Complement C4 gamma chain]	C4
CO5_HUMAN	P01031	Complement C5 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain]	C5; CPAMD4
KNG1_BOVIN	P01044	Kininogen-1 (Kininogen I) (Thiol proteinase inhibitor) [Cleaved into: Kininogen-1 heavy chain; Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain]	KNG1
KNG2_BOVIN	P01045	Kininogen-2 (Kininogen II) (Thiol proteinase inhibitor) [Cleaved into: Kininogen-2 heavy chain; Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-2 light chain]	KNG2
HBA_BOVIN	P01966	Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin]	HBA
HBAZ_HUMAN	P02008	Hemoglobin subunit zeta (HBAZ) (Hemoglobin zeta chain) (Zeta-globin)	HBZ; HBZ2
HBB_BOVIN	P02070	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: Spinorphin]	HBB
CO3A1_HUMAN	P02461	Collagen alpha-1(III) chain	COL3A1
K1C14_HUMAN	P02533	"Keratin, type I cytoskeletal 14 (Cytokeratin-14) (CK-14) (Keratin-14) (K14)"	KRT14
K1C10_MOUSE	P02535	"Keratin, type I cytoskeletal 10 (56 kDa cytokeratin) (Cytokeratin-10) (CK-10) (Keratin, type I cytoskeletal 59 kDa) (Keratin-10) (K10)"	Krt10; Krt1-10
K2C6A_HUMAN	P02538	"Keratin, type II cytoskeletal 6A (Cytokeratin-6A) (CK-6A) (Cytokeratin-6D) (CK-6D) (Keratin-6A) (K6A) (Type-II keratin Kb6) (allergen Hom s 5)"	KRT6A; K6A; KRT6D
PROF1_BOVIN	P02584	Profilin-1 (Profilin I)	PFN1
APOA1_HUMAN	P02647	Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I (Apolipoprotein A-I(1-242))]	APOA1
APOE_HUMAN	P02649	Apolipoprotein E (Apo-E)	APOE
CASA1_BOVIN	P02662	Alpha-S1-casein (allergen Bos d 8) [Cleaved into: Antioxidant peptide]	CSN1S1
CASA2_BOVIN	P02663	Alpha-S2-casein [Cleaved into: Casocidin-1 (Casocidin-I)]	CSN1S2
CASB_BOVIN	P02666	Beta-casein [Cleaved into: Casoparan; Antioxidant peptide; Casohypotensin]	CSN2
CASK_BOVIN	P02668	Kappa-casein [Cleaved into: Casoxin-C; Casoxin-6; Casoxin-A; Casoxin-B; Casoplatelin]	CSN3; CSN10; CSNK
FIBA_HUMAN	P02671	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	FGA
FIBA_BOVIN	P02672	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	FGA
FIBB_HUMAN	P02675	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	FGB
FIBB_BOVIN	P02676	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	FGB
CO9_HUMAN	P02748	Complement component C9 [Cleaved into: Complement component C9a; Complement component C9b]	C9
LACB_BOVIN	P02754	Beta-lactoglobulin (Beta-LG) (allergen Bos d 5)	LGB
FETUA_HUMAN	P02765	Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B]	AHSG; FETUA; PRO2743
ALBU_HUMAN	P02768	Albumin	ALB; GIG20; GIG42; PRO0903; PRO1708; PRO2044; PRO2619; PRO2675; UNQ696/PRO1341
ALBU_HUMAN	P02768	Albumin	ALB; GIG20; GIG42; PRO0903; PRO1708; PRO2044; PRO2619; PRO2675; UNQ696/PRO1341
ALBU_BOVIN	P02769	Albumin (BSA) (allergen Bos d 6)	ALB
FETA_HUMAN	P02771	Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin)	AFP; HPAFP
MT2_HUMAN	P02795	Metallothionein-2 (MT-2) (Metallothionein-2A) (Metallothionein-II) (MT-II)	MT2A; CES1; MT2
VTNC_HUMAN	P04004	Vitronectin (VN) (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B]	VTN
CO3A1_BOVIN	P04258	Collagen alpha-1(III) chain	COL3A1
K2C1_HUMAN	P04264	"Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)"	KRT1; KRTA
AMY1A_HUMAN	P0DUB6	"Alpha-amylase 1A (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary alpha-amylase)"	AMY1A; AMY1
AMY1B_HUMAN	P0DTE7	Alpha-amylase 1B (EC 3.2.1.1)	AMY1B; AMY1
AMY1C_HUMAN	P0DTE8	Alpha-amylase 1C (EC 3.2.1.1)	AMY1C; AMY1
TETN_HUMAN	P05452	Tetranectin (TN) (C-type lectin domain family 3 member B) (Plasminogen kringle 4-binding protein)	CLEC3B; TNA
THBG_HUMAN	P05543	Thyroxine-binding globulin (Serpin A7) (T4-binding globulin)	SERPINA7; TBG
HEP2_HUMAN	P05546	Heparin cofactor 2 (Heparin cofactor II) (HC-II) (Protease inhibitor leuserpin-2) (HLS2) (Serpin D1)	SERPIND1; HCF2
K1C18_MOUSE	P05784	"Keratin, type I cytoskeletal 18 (Cytokeratin endo B) (Keratin D) (Cytokeratin-18) (CK-18) (Keratin-18) (K18)"	Krt18; Kerd; Krt1-18
K2C8_HUMAN	P05787	"Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)"	KRT8; CYK8
GELS_HUMAN	P06396	Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin)	GSN
PLMN_BOVIN	P06868	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]"	PLG
PROS_BOVIN	P07224	Vitamin K-dependent protein S	PROS1; PROS
TRY1_HUMAN	P07477	Serine protease 1 (EC 3.4.21.4) (Anionic trypsin I) (Anionic trypsin-I) (Beta-trypsin) (Cationic trypsinogen) (Pretrypsinogen I) (Trypsin I) (Trypsin-1) [Cleaved into: Alpha-trypsin chain 1; Alpha-trypsin chain 2]	PRSS1; TRP1; TRY1; TRYP1
PROF1_HUMAN	P07737	Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I)	PFN1
K1C19_HUMAN	P08727	"Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (Keratin-19) (K19)"	KRT19
K2C7_HUMAN	P08729	"Keratin, type II cytoskeletal 7 (Cytokeratin-7) (CK-7) (Keratin-7) (K7) (Sarcolectin) (Type-II keratin Kb7)"	KRT7; SCL
K1C13_MOUSE	P08730	"Keratin, type I cytoskeletal 13 (47 kDa cytokeratin) (Cytokeratin-13) (CK-13) (Keratin-13) (K13)"	Krt13; Krt1-13
K1C16_HUMAN	P08779	"Keratin, type I cytoskeletal 16 (Cytokeratin-16) (CK-16) (Keratin-16) (K16)"	KRT16; KRT16A
CO4A_HUMAN	P0C0L4	Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain]	C4A; CO4; CPAMD2
OSTP_HUMAN	P10451	Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin)	SPP1; BNSP; OPN; PSEC0156
K2C3_HUMAN	P12035	"Keratin, type II cytoskeletal 3 (65 kDa cytokeratin) (Cytokeratin-3) (CK-3) (Keratin-3) (K3) (Type-II keratin Kb3)"	KRT3
FA5_HUMAN	P12259	"Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]"	F5
FETUA_BOVIN	P12763	Alpha-2-HS-glycoprotein (Asialofetuin) (Fetuin-A)	AHSG; FETUA
K1C10_HUMAN	P13645	"Keratin, type I cytoskeletal 10 (Cytokeratin-10) (CK-10) (Keratin-10) (K10)"	KRT10; KPP
K1C13_HUMAN	P13646	"Keratin, type I cytoskeletal 13 (Cytokeratin-13) (CK-13) (Keratin-13) (K13)"	KRT13
K1C13_HUMAN	P13646	"Keratin, type I cytoskeletal 13 (Cytokeratin-13) (CK-13) (Keratin-13) (K13)"	KRT13
K2C5_HUMAN	P13647	"Keratin, type II cytoskeletal 5 (58 kDa cytokeratin) (Cytokeratin-5) (CK-5) (Keratin-5) (K5) (Type-II keratin Kb5)"	KRT5
CBPN_HUMAN	P15169	Carboxypeptidase N catalytic chain (CPN) (EC 3.4.17.3) (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N) (SCPN)	CPN1; ACBP
APOA1_BOVIN	P15497	Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I]	APOA1
CLUS_BOVIN	P17697	Clusterin (Glycoprotein III) (GpIII) [Cleaved into: Clusterin beta chain; Clusterin alpha chain]	CLU
K1C19_MOUSE	P19001	"Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (Keratin-19) (K19)"	Krt19; Krt1-19
K1C15_HUMAN	P19012	"Keratin, type I cytoskeletal 15 (Cytokeratin-15) (CK-15) (Keratin-15) (K15)"	KRT15; KRTB
K2C4_HUMAN	P19013	"Keratin, type II cytoskeletal 4 (Cytokeratin-4) (CK-4) (Keratin-4) (K4) (Type-II keratin Kb4)"	KRT4; CYK4
ITIH2_HUMAN	P19823	Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP)	ITIH2; IGHEP2
ITIH1_HUMAN	P19827	Inter-alpha-trypsin inhibitor heavy chain H1 (ITI heavy chain H1) (ITI-HC1) (Inter-alpha-inhibitor heavy chain 1) (Inter-alpha-trypsin inhibitor complex component III) (Serum-derived hyaluronan-associated protein) (SHAP)	ITIH1; IGHEP1
AMY2B_HUMAN	P19961	"Alpha-amylase 2B (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 2B) (Carcinoid alpha-amylase)"	AMY2B
FILA_HUMAN	P20930	Filaggrin	FLG
FBLN1_HUMAN	P23142	Fibulin-1 (FIBL-1)	FBLN1; PP213
A2AP_BOVIN	P28800	Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2)	SERPINF2; PLI
OSTP_BOVIN	P31096	Osteopontin (Bone sialoprotein 1) (Secreted phosphoprotein 1) (SPP-1)	SPP1; OPN
A1AT_BOVIN	P34955	Alpha-1-antiproteinase (Alpha-1-antitrypsin) (Alpha-1-proteinase inhibitor) (Serpin A1)	SERPINA1; PI
TSP2_HUMAN	P35442	Thrombospondin-2	THBS2; TSP2
K1C9_HUMAN	P35527	"Keratin, type I cytoskeletal 9 (Cytokeratin-9) (CK-9) (Keratin-9) (K9)"	KRT9
K1C20_HUMAN	P35900	"Keratin, type I cytoskeletal 20 (Cytokeratin-20) (CK-20) (Keratin-20) (K20) (Protein IT)"	KRT20
PEDF_HUMAN	P36955	Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)	SERPINF1; PEDF; PIG35
ANT3_BOVIN	P41361	Antithrombin-III (ATIII) (Serpin C1)	SERPINC1; AT3
K2C6C_HUMAN	P48668	"Keratin, type II cytoskeletal 6C (Cytokeratin-6C) (CK-6C) (Cytokeratin-6E) (CK-6E) (Keratin K6h) (Keratin-6C) (K6C) (Type-II keratin Kb12)"	KRT6C; KRT6E
